""	""	"EAP"	"HPL"	"MWS"	"EAP"	"HPL"	"MWS"
"sample785"	"quoted"	"1"	"0"	"0"	"0"	"0"	"0"
"sample786"	"racked"	"0"	"1"	"0"	"0"	"0"	"0"
"sample787"	"raised"	"2"	"0"	"3"	"1"	"1"	"0"
"sample788"	"raises"	"1"	"0"	"0"	"0"	"0"	"0"
"sample789"	"rallied"	"0"	"0"	"0"	"0"	"0"	"1"
"sample790"	"rambled"	"0"	"2"	"0"	"0"	"0"	"0"
"sample791"	"ran"	"0"	"2"	"0"	"0"	"0"	"1"
"sample792"	"rapidly"	"2"	"0"	"0"	"0"	"0"	"0"
"sample793"	"rapped"	"1"	"0"	"0"	"0"	"0"	"0"
"sample794"	"raps"	"1"	"0"	"0"	"0"	"0"	"0"
"sample795"	"raved"	"0"	"1"	"0"	"0"	"0"	"0"
"sample796"	"re"	"0"	"0"	"0"	"1"	"0"	"0"
"sample797"	"reached"	"2"	"3"	"0"	"0"	"0"	"0"
"sample798"	"reaches"	"1"	"0"	"0"	"0"	"0"	"0"
"sample799"	"read"	"3"	"3"	"4"	"0"	"0"	"0"
"sample800"	"readily"	"0"	"0"	"1"	"0"	"0"	"0"
"sample801"	"realised"	"0"	"3"	"0"	"0"	"0"	"0"
"sample802"	"really"	"4"	"1"	"0"	"0"	"0"	"0"
"sample803"	"reared"	"0"	"1"	"0"	"0"	"0"	"0"
"sample804"	"recalled"	"0"	"3"	"0"	"0"	"0"	"1"
"sample805"	"received"	"3"	"2"	"5"	"0"	"0"	"4"
"sample806"	"reckoned"	"0"	"1"	"0"	"0"	"0"	"0"
"sample807"	"reclined"	"1"	"0"	"0"	"0"	"0"	"0"
"sample808"	"recognised"	"1"	"0"	"1"	"0"	"0"	"0"
"sample809"	"recognises"	"1"	"0"	"0"	"0"	"0"	"0"
"sample810"	"recognized"	"1"	"0"	"0"	"1"	"0"	"0"
"sample811"	"recommended"	"0"	"1"	"0"	"0"	"0"	"0"
"sample812"	"reconciled"	"1"	"0"	"0"	"0"	"0"	"0"
"sample813"	"recovered"	"1"	"0"	"1"	"0"	"0"	"0"
"sample814"	"reeled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample815"	"referred"	"1"	"0"	"0"	"0"	"0"	"0"
"sample816"	"reflected"	"0"	"3"	"0"	"0"	"0"	"0"
"sample817"	"refused"	"1"	"4"	"3"	"0"	"0"	"1"
"sample818"	"regained"	"1"	"1"	"0"	"0"	"0"	"0"
"sample819"	"regarded"	"1"	"1"	"0"	"0"	"0"	"1"
"sample820"	"regretted"	"0"	"0"	"1"	"0"	"0"	"0"
"sample821"	"reigns"	"0"	"1"	"0"	"0"	"0"	"0"
"sample822"	"reject"	"1"	"0"	"0"	"0"	"0"	"0"
"sample823"	"rejected"	"0"	"0"	"0"	"0"	"0"	"1"
"sample824"	"related"	"1"	"2"	"1"	"0"	"0"	"0"
"sample825"	"relented"	"0"	"0"	"0"	"1"	"0"	"0"
"sample826"	"relied"	"0"	"1"	"0"	"0"	"0"	"0"
"sample827"	"relieved"	"0"	"0"	"0"	"0"	"0"	"1"
"sample828"	"remained"	"4"	"0"	"1"	"3"	"0"	"2"
"sample829"	"remembered"	"0"	"6"	"3"	"0"	"0"	"2"
"sample830"	"remembers"	"0"	"0"	"0"	"1"	"0"	"0"
"sample831"	"reminded"	"0"	"0"	"1"	"0"	"0"	"0"
"sample832"	"remounted"	"0"	"1"	"0"	"0"	"0"	"0"
"sample833"	"removed"	"1"	"1"	"0"	"0"	"0"	"0"
"sample834"	"removes"	"1"	"0"	"0"	"0"	"0"	"0"
"sample835"	"repaid"	"0"	"0"	"0"	"0"	"0"	"1"
"sample836"	"repeated"	"1"	"0"	"1"	"0"	"0"	"0"
"sample837"	"repined"	"0"	"0"	"1"	"0"	"0"	"0"
"sample838"	"replaced"	"0"	"1"	"0"	"0"	"0"	"0"
"sample839"	"replied"	"9"	"1"	"6"	"0"	"0"	"7"
"sample840"	"reply"	"0"	"0"	"1"	"0"	"0"	"0"
"sample841"	"reposed"	"0"	"0"	"1"	"0"	"0"	"1"
"sample842"	"reproached"	"0"	"0"	"0"	"0"	"0"	"1"
"sample843"	"repulsed"	"0"	"0"	"1"	"0"	"0"	"0"
"sample844"	"requested"	"2"	"0"	"1"	"0"	"0"	"0"
"sample845"	"resembled"	"1"	"0"	"0"	"0"	"0"	"0"
"sample846"	"resided"	"0"	"0"	"1"	"0"	"0"	"1"
"sample847"	"resides"	"1"	"0"	"0"	"0"	"0"	"0"
"sample848"	"resisted"	"0"	"1"	"0"	"1"	"0"	"0"
"sample849"	"resolved"	"1"	"2"	"0"	"0"	"0"	"1"
"sample850"	"restored"	"0"	"0"	"0"	"0"	"0"	"1"
"sample851"	"restrains"	"1"	"0"	"0"	"0"	"0"	"0"
"sample852"	"rests"	"0"	"0"	"1"	"0"	"0"	"0"
"sample853"	"resumed"	"3"	"0"	"0"	"2"	"0"	"0"
"sample854"	"retained"	"1"	"1"	"0"	"0"	"0"	"0"
"sample855"	"retired"	"0"	"0"	"1"	"0"	"0"	"0"
"sample856"	"retreated"	"0"	"0"	"1"	"0"	"0"	"0"
"sample857"	"returned"	"1"	"7"	"5"	"4"	"0"	"2"
"sample858"	"returns"	"1"	"0"	"0"	"0"	"0"	"0"
"sample859"	"reverted"	"0"	"0"	"1"	"0"	"0"	"0"
"sample860"	"revived"	"1"	"0"	"0"	"1"	"0"	"3"
"sample861"	"roaming"	"0"	"0"	"0"	"1"	"0"	"0"
"sample862"	"roared"	"1"	"0"	"0"	"0"	"0"	"0"
"sample863"	"rode"	"2"	"0"	"3"	"0"	"0"	"0"
"sample864"	"rolled"	"1"	"0"	"0"	"0"	"0"	"0"
"sample865"	"rose"	"0"	"1"	"2"	"2"	"0"	"4"
"sample866"	"roused"	"0"	"1"	"0"	"0"	"0"	"0"
"sample867"	"rouses"	"0"	"0"	"1"	"0"	"0"	"0"
"sample868"	"rubbed"	"1"	"0"	"0"	"0"	"0"	"0"
"sample869"	"ruined"	"0"	"1"	"0"	"0"	"0"	"0"
"sample870"	"runs"	"1"	"0"	"0"	"0"	"0"	"0"
"sample871"	"rushed"	"0"	"0"	"0"	"0"	"1"	"3"
"sample872"	"rushes"	"1"	"0"	"0"	"0"	"0"	"0"
"sample873"	"sacrificed"	"1"	"0"	"0"	"0"	"0"	"1"
"sample874"	"sadly"	"0"	"0"	"0"	"0"	"0"	"1"
"sample875"	"said"	"37"	"40"	"35"	"4"	"3"	"13"
"sample876"	"saluted"	"1"	"0"	"1"	"0"	"0"	"0"
"sample877"	"sang"	"0"	"2"	"0"	"0"	"0"	"1"
"sample878"	"sank"	"1"	"1"	"2"	"0"	"0"	"0"
"sample879"	"sat"	"6"	"4"	"8"	"0"	"0"	"4"
"sample880"	"sate"	"0"	"1"	"0"	"0"	"0"	"0"
"sample881"	"sauntered"	"1"	"0"	"0"	"0"	"0"	"0"
"sample882"	"saw"	"3"	"28"	"8"	"3"	"0"	"11"
"sample883"	"says"	"14"	"5"	"1"	"0"	"2"	"0"
"sample884"	"scarcely"	"0"	"0"	"1"	"0"	"0"	"0"
"sample885"	"seated"	"1"	"0"	"0"	"0"	"0"	"1"
"sample886"	"seats"	"1"	"0"	"0"	"0"	"0"	"0"
"sample887"	"secluded"	"0"	"0"	"1"	"0"	"0"	"0"
"sample888"	"secretly"	"0"	"1"	"0"	"0"	"0"	"0"
"sample889"	"secured"	"0"	"1"	"0"	"0"	"0"	"0"
"sample890"	"see"	"0"	"2"	"1"	"0"	"0"	"0"
"sample891"	"seek"	"0"	"1"	"0"	"0"	"0"	"0"
"sample892"	"seemed"	"15"	"23"	"13"	"2"	"2"	"8"
"sample893"	"seems"	"2"	"0"	"0"	"0"	"0"	"0"
"sample894"	"seen"	"0"	"1"	"0"	"0"	"0"	"0"
"sample895"	"sees"	"1"	"0"	"0"	"0"	"0"	"0"
"sample896"	"seized"	"2"	"1"	"0"	"0"	"0"	"2"
"sample897"	"seldom"	"1"	"0"	"0"	"0"	"0"	"0"
"sample898"	"send"	"0"	"0"	"2"	"0"	"0"	"0"
"sample899"	"sent"	"0"	"1"	"2"	"0"	"0"	"0"
"sample900"	"served"	"0"	"1"	"0"	"0"	"0"	"0"
"sample901"	"set"	"0"	"0"	"0"	"0"	"0"	"1"
"sample902"	"sets"	"1"	"0"	"0"	"0"	"0"	"0"
"sample903"	"shall"	"1"	"3"	"9"	"0"	"0"	"0"
"sample904"	"share"	"0"	"1"	"0"	"0"	"0"	"0"
"sample905"	"shared"	"0"	"2"	"0"	"0"	"0"	"0"
"sample906"	"shed"	"0"	"0"	"0"	"0"	"0"	"1"
"sample907"	"shewed"	"0"	"6"	"3"	"0"	"0"	"1"
"sample908"	"shone"	"0"	"0"	"1"	"0"	"0"	"0"
"sample909"	"shook"	"4"	"0"	"0"	"0"	"0"	"2"
"sample910"	"shou'd"	"0"	"1"	"0"	"0"	"0"	"0"
"sample911"	"should"	"7"	"2"	"31"	"2"	"0"	"7"
"sample912"	"shouted"	"0"	"1"	"0"	"0"	"0"	"0"
"sample913"	"showed"	"0"	"0"	"4"	"0"	"0"	"0"
"sample914"	"shrank"	"0"	"1"	"0"	"0"	"0"	"0"
"sample915"	"shrieked"	"1"	"3"	"1"	"0"	"0"	"0"
"sample916"	"shrieking"	"1"	"0"	"0"	"0"	"0"	"0"
"sample917"	"shrieks"	"1"	"0"	"0"	"0"	"0"	"0"
"sample918"	"shuddered"	"1"	"0"	"0"	"0"	"0"	"1"
"sample919"	"shudderingly"	"0"	"0"	"0"	"0"	"0"	"1"
"sample920"	"shuns"	"0"	"1"	"0"	"0"	"0"	"0"
"sample921"	"sickened"	"0"	"0"	"0"	"0"	"0"	"1"
"sample922"	"sidled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample923"	"sighed"	"0"	"0"	"1"	"1"	"0"	"1"
"sample924"	"signed"	"0"	"1"	"0"	"0"	"0"	"0"
"sample925"	"sit"	"1"	"0"	"0"	"0"	"0"	"0"
"sample926"	"sits"	"0"	"1"	"0"	"0"	"0"	"1"
"sample927"	"sleep"	"1"	"0"	"0"	"0"	"0"	"0"
"sample928"	"sleeps"	"0"	"0"	"1"	"0"	"0"	"0"
"sample929"	"slept"	"1"	"5"	"1"	"0"	"0"	"5"
"sample930"	"slipt"	"0"	"0"	"0"	"0"	"0"	"1"
"sample931"	"slowly"	"0"	"0"	"1"	"0"	"0"	"0"
"sample932"	"smelt"	"0"	"2"	"0"	"0"	"0"	"0"
"sample933"	"smiled"	"0"	"1"	"0"	"2"	"0"	"1"
"sample934"	"smoothed"	"0"	"0"	"1"	"0"	"0"	"0"
"sample935"	"snarled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample936"	"snatched"	"0"	"1"	"1"	"0"	"0"	"0"
"sample937"	"so"	"4"	"2"	"2"	"0"	"0"	"1"
"sample938"	"sobbed"	"0"	"1"	"0"	"0"	"0"	"1"
"sample939"	"softly"	"0"	"1"	"0"	"0"	"0"	"0"
"sample940"	"solemnly"	"0"	"0"	"0"	"0"	"0"	"1"
"sample941"	"solicited"	"1"	"0"	"0"	"0"	"0"	"0"
"sample942"	"solicitously"	"0"	"0"	"0"	"0"	"0"	"1"
"sample943"	"some"	"1"	"0"	"0"	"0"	"0"	"0"
"sample944"	"sometimes"	"0"	"3"	"2"	"0"	"0"	"2"
"sample945"	"soon"	"1"	"3"	"5"	"0"	"0"	"1"
"sample946"	"sought"	"0"	"4"	"4"	"1"	"0"	"3"
"sample947"	"sounded"	"0"	"1"	"0"	"0"	"0"	"0"
"sample948"	"spared"	"0"	"0"	"1"	"0"	"0"	"0"
"sample949"	"speak"	"0"	"1"	"0"	"0"	"0"	"0"
"sample950"	"speaks"	"0"	"2"	"3"	"1"	"0"	"0"
"sample951"	"speculated"	"0"	"1"	"0"	"0"	"0"	"0"
"sample952"	"speeded"	"0"	"1"	"0"	"0"	"0"	"0"
"sample953"	"speedily"	"0"	"0"	"1"	"0"	"0"	"0"
"sample954"	"spent"	"0"	"1"	"0"	"0"	"0"	"2"
"sample955"	"spoke"	"9"	"11"	"18"	"2"	"0"	"8"
"sample956"	"sprang"	"1"	"0"	"1"	"0"	"0"	"1"
"sample957"	"spread"	"1"	"0"	"0"	"0"	"0"	"0"
"sample958"	"spring"	"0"	"0"	"1"	"0"	"0"	"0"
"sample959"	"sprinkled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample960"	"sprung"	"0"	"0"	"0"	"0"	"0"	"1"
"sample961"	"spy"	"0"	"1"	"0"	"0"	"0"	"0"
"sample962"	"staggered"	"2"	"2"	"0"	"0"	"0"	"0"
"sample963"	"stared"	"1"	"0"	"0"	"0"	"0"	"0"
"sample964"	"started"	"2"	"2"	"1"	"0"	"0"	"3"
"sample965"	"stated"	"1"	"0"	"0"	"0"	"0"	"0"
"sample966"	"stayed"	"0"	"1"	"0"	"0"	"0"	"0"
"sample967"	"steadied"	"0"	"1"	"0"	"0"	"0"	"0"
"sample968"	"steered"	"0"	"1"	"0"	"0"	"0"	"0"
"sample969"	"stepped"	"0"	"1"	"1"	"0"	"0"	"1"
"sample970"	"still"	"1"	"5"	"3"	"0"	"0"	"3"
"sample971"	"stood"	"2"	"1"	"2"	"1"	"0"	"4"
"sample972"	"stopped"	"0"	"4"	"1"	"0"	"0"	"1"
"sample973"	"stopping"	"0"	"0"	"1"	"0"	"0"	"0"
"sample974"	"stretched"	"1"	"1"	"1"	"0"	"0"	"0"
"sample975"	"strode"	"2"	"0"	"1"	"0"	"0"	"0"
"sample976"	"strove"	"0"	"0"	"1"	"0"	"0"	"3"
"sample977"	"struck"	"0"	"0"	"1"	"1"	"0"	"0"
"sample978"	"struggled"	"1"	"1"	"1"	"0"	"0"	"1"
"sample979"	"studied"	"0"	"1"	"0"	"0"	"0"	"0"
"sample980"	"studiously"	"0"	"0"	"0"	"0"	"0"	"1"
"sample981"	"stumbled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample982"	"styles"	"1"	"0"	"0"	"0"	"0"	"0"
"sample983"	"submitted"	"1"	"0"	"1"	"0"	"0"	"1"
"sample984"	"succeed"	"0"	"1"	"0"	"0"	"0"	"0"
"sample985"	"succeeded"	"2"	"1"	"0"	"0"	"0"	"2"
"sample986"	"succumbed"	"0"	"0"	"0"	"1"	"0"	"0"
"sample987"	"suddenly"	"2"	"0"	"3"	"0"	"0"	"1"
"sample988"	"suffered"	"0"	"1"	"2"	"0"	"0"	"1"
"sample989"	"suffers"	"0"	"0"	"1"	"0"	"0"	"0"
"sample990"	"suggested"	"1"	"0"	"0"	"0"	"0"	"1"
"sample991"	"summoned"	"1"	"0"	"0"	"0"	"0"	"0"
"sample992"	"sung"	"0"	"1"	"0"	"0"	"0"	"0"
"sample993"	"sunk"	"0"	"0"	"1"	"0"	"0"	"0"
"sample994"	"supported"	"0"	"0"	"1"	"0"	"0"	"0"
"sample995"	"supposed"	"2"	"0"	"0"	"0"	"0"	"0"
"sample996"	"supposes"	"2"	"0"	"0"	"0"	"0"	"0"
"sample997"	"suspected"	"0"	"2"	"1"	"0"	"0"	"0"
"sample998"	"suspecting"	"0"	"0"	"0"	"0"	"0"	"1"
"sample999"	"swallowed"	"2"	"0"	"0"	"1"	"0"	"0"
"sample1000"	"swore"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1001"	"take"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1002"	"takes"	"2"	"0"	"2"	"0"	"0"	"0"
"sample1003"	"taking"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1004"	"talk"	"1"	"1"	"0"	"0"	"0"	"0"
"sample1005"	"talked"	"1"	"3"	"5"	"0"	"0"	"0"
"sample1006"	"taught"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1007"	"tax"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1008"	"tells"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1009"	"tenanted"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1010"	"termed"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1011"	"thanked"	"0"	"0"	"0"	"0"	"0"	"3"
"sample1012"	"that"	"1"	"1"	"0"	"0"	"0"	"1"
"sample1013"	"the"	"9"	"0"	"5"	"2"	"0"	"2"
"sample1014"	"then"	"8"	"0"	"3"	"3"	"0"	"3"
"sample1015"	"thenceforward"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1016"	"there"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1017"	"therefore"	"0"	"0"	"2"	"0"	"0"	"0"
"sample1018"	"think"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1019"	"thinks"	"0"	"3"	"0"	"0"	"0"	"0"
"sample1020"	"thoroughly"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1021"	"though"	"0"	"1"	"0"	"0"	"0"	"1"
"sample1022"	"thought"	"1"	"25"	"7"	"1"	"0"	"8"
"sample1023"	"threaded"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1024"	"threatened"	"1"	"1"	"1"	"0"	"0"	"0"
"sample1025"	"threw"	"1"	"1"	"0"	"0"	"0"	"9"
"sample1026"	"thrust"	"1"	"0"	"1"	"0"	"0"	"0"
"sample1027"	"thus"	"0"	"0"	"2"	"1"	"0"	"1"
"sample1028"	"tills"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1029"	"to"	"2"	"0"	"1"	"1"	"0"	"1"
"sample1030"	"toiled"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1031"	"told"	"3"	"12"	"1"	"0"	"1"	"5"
"sample1032"	"too"	"0"	"0"	"0"	"2"	"0"	"0"
"sample1033"	"took"	"8"	"7"	"11"	"3"	"0"	"3"
"sample1034"	"tore"	"1"	"0"	"1"	"0"	"0"	"0"
"sample1035"	"tottered"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1036"	"touch"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1037"	"touched"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1038"	"transacted"	"0"	"0"	"2"	"0"	"0"	"0"
"sample1039"	"travelled"	"0"	"1"	"1"	"0"	"0"	"0"
"sample1040"	"treads"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1041"	"trembled"	"0"	"0"	"0"	"1"	"0"	"1"
"sample1042"	"trembles"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1043"	"tried"	"0"	"5"	"2"	"0"	"0"	"4"
"sample1044"	"tript"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1045"	"trusted"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1046"	"try"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1047"	"turned"	"2"	"3"	"5"	"2"	"1"	"4"
"sample1048"	"turns"	"1"	"0"	"1"	"0"	"0"	"0"
"sample1049"	"unbent"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1050"	"understood"	"0"	"0"	"1"	"0"	"0"	"1"
"sample1051"	"undertook"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1052"	"unexpectedly"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1053"	"unfolded"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1054"	"united"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1055"	"unlocked"	"0"	"2"	"0"	"0"	"0"	"0"
"sample1056"	"unrolled"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1057"	"unveiled"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1058"	"up"	"0"	"1"	"0"	"0"	"1"	"0"
"sample1059"	"urged"	"1"	"1"	"0"	"1"	"0"	"0"
"sample1060"	"used"	"1"	"4"	"0"	"0"	"0"	"0"
"sample1061"	"ushered"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1062"	"uster"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1063"	"usually"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1064"	"uttered"	"2"	"0"	"2"	"1"	"0"	"1"
"sample1065"	"valence"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1066"	"valued"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1067"	"ventured"	"1"	"1"	"0"	"0"	"0"	"0"
"sample1068"	"very"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1069"	"viewed"	"0"	"1"	"1"	"0"	"0"	"0"
"sample1070"	"vowed"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1071"	"vows"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1072"	"wa'n't"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1073"	"waddled"	"0"	"0"	"0"	"0"	"1"	"0"
"sample1074"	"waited"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1075"	"wakened"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1076"	"walked"	"1"	"4"	"4"	"0"	"0"	"1"
"sample1077"	"wandered"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1078"	"wanders"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1079"	"wanted"	"0"	"8"	"0"	"0"	"0"	"1"
"sample1080"	"wants"	"0"	"3"	"0"	"0"	"0"	"0"
"sample1081"	"was"	"102"	"185"	"150"	"29"	"6"	"84"
"sample1082"	"washed"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1083"	"wasn't"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1084"	"watched"	"0"	"5"	"0"	"0"	"0"	"0"
"sample1085"	"waved"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1086"	"waves"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1087"	"we"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1088"	"weel"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1089"	"weeps"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1090"	"welcomed"	"0"	"0"	"1"	"0"	"0"	"1"
"sample1091"	"went"	"2"	"10"	"7"	"3"	"0"	"3"
"sample1092"	"wept"	"1"	"1"	"0"	"0"	"0"	"1"
"sample1093"	"were"	"4"	"1"	"6"	"0"	"0"	"4"
"sample1094"	"what"	"1"	"0"	"1"	"0"	"0"	"0"
"sample1095"	"when"	"1"	"1"	"0"	"0"	"0"	"0"
"sample1096"	"whence"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1097"	"whispered"	"1"	"3"	"0"	"0"	"0"	"1"
"sample1098"	"who"	"9"	"7"	"8"	"2"	"0"	"1"
"sample1099"	"wholly"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1100"	"whom"	"0"	"1"	"2"	"0"	"0"	"2"
"sample1101"	"whose"	"1"	"0"	"0"	"0"	"0"	"3"
"sample1102"	"why"	"1"	"0"	"1"	"1"	"0"	"1"
"sample1103"	"wields"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1104"	"wildly"	"0"	"1"	"0"	"0"	"0"	"1"
"sample1105"	"will"	"14"	"2"	"12"	"3"	"0"	"5"
"sample1106"	"wins"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1107"	"wished"	"4"	"10"	"6"	"0"	"0"	"2"
"sample1108"	"wishes"	"3"	"1"	"1"	"0"	"0"	"0"
"sample1109"	"with"	"0"	"0"	"2"	"0"	"0"	"1"
"sample1110"	"withdrew"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1111"	"without"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1112"	"woke"	"0"	"2"	"0"	"0"	"0"	"0"
"sample1113"	"woman"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1114"	"won"	"0"	"1"	"2"	"0"	"0"	"0"
"sample1115"	"won't"	"2"	"0"	"0"	"0"	"0"	"0"
"sample1116"	"wondered"	"0"	"3"	"0"	"0"	"0"	"0"
"sample1117"	"woodville"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1118"	"wore"	"0"	"3"	"0"	"0"	"0"	"0"
"sample1119"	"worked"	"0"	"3"	"1"	"0"	"0"	"1"
"sample1120"	"works"	"0"	"0"	"0"	"0"	"0"	"1"
"sample1121"	"would"	"39"	"50"	"45"	"2"	"2"	"22"
"sample1122"	"wouldn't"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1123"	"wrestled"	"0"	"0"	"0"	"1"	"0"	"0"
"sample1124"	"write"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1125"	"writes"	"1"	"0"	"0"	"0"	"1"	"0"
"sample1126"	"writhed"	"0"	"0"	"1"	"0"	"0"	"0"
"sample1127"	"wrote"	"0"	"6"	"5"	"2"	"0"	"1"
"sample1128"	"wrung"	"0"	"0"	"0"	"0"	"0"	"2"
"sample1129"	"wun't"	"0"	"1"	"0"	"0"	"0"	"0"
"sample1130"	"yelled"	"0"	"0"	"0"	"0"	"2"	"0"
"sample1131"	"yet"	"1"	"1"	"1"	"0"	"0"	"0"
"sample1132"	"yielded"	"0"	"0"	"2"	"1"	"0"	"0"
"sample1133"	"you"	"1"	"0"	"0"	"0"	"0"	"0"
"sample1134"	"your"	"1"	"0"	"1"	"0"	"0"	"0"
